Gene_ID,Name,s_frt82b_1,s_frt82b_2,s_frt82b_3,s_wda_1,s_wda_2,s_wda_3
FBgn0266069,lncRNA:CR44822,0,0,0.05,0,0,0
FBgn0266070,lncRNA:CR44823,0,0,0,0,0,0
FBgn0266071,lncRNA:CR44824,0,0,0,0,0,0
FBgn0266072,lncRNA:CR44825,0,0,0,0.12,0.09,0.12
FBgn0266073,lncRNA:CR44826,1.27,0.87,0.72,0.79,0.35,0.38
FBgn0266074,lncRNA:CR44827,0,0,0,0,0,0
FBgn0266076,mir-276a,0,0,0,0.24,0,0
FBgn0266083,ocm,12.63,12.42,13.86,10.62,13.62,10.61
FBgn0266084,Fhos,14.36,14.66,16.83,9.53,10.11,9.56
FBgn0266086,lncRNA:CR44828,0,0,0,0,0,0
FBgn0266087,lncRNA:CR44829,0,0,0,0,0,0
FBgn0266088,lncRNA:CR44830,0.58,0.83,0.87,0.2,0.16,0.03
FBgn0266094,lncRNA:CR44831,0.12,0.12,0.25,0.38,0.6,0.4
FBgn0266095,lncRNA:CR44832,0,0,0,0.08,0.06,0.16
FBgn0266096,lncRNA:CR44833,21.25,19.98,22.09,43.39,31.28,52.65
FBgn0266097,lncRNA:CR44834,0,0,0,0,0,0
FBgn0266098,rg,5.92,7.12,7.54,6.28,5.82,4.05
FBgn0266099,CG44836,0.05,0.05,0.07,0.59,0.61,0.39
FBgn0266100,CG44837,0,0,0,0,0.01,0
FBgn0266101,CG44838,78.01,77.63,98.47,16.16,18.19,16.78
FBgn0266102,CR44839,0,0,0,0,0,0
FBgn0266111,ana3,24.99,24.12,25.32,3.79,4.53,4.05
FBgn0266114,asRNA:CR44840,0,0,0,0,0,0
FBgn0266115,asRNA:CR44841,0.03,0,0,0,0,0
FBgn0266116,lncRNA:CR44842,0,0,0,0.05,0,0
FBgn0266117,asRNA:CR44843,1.61,1.08,1.31,3.31,2.53,5.04
FBgn0266124,ghi,63.71,69.41,67.54,69.56,63.32,67.83
FBgn0266129,lov,0.05,0.06,0.04,0.23,0.24,0.35
FBgn0266136,Gyc76C,28,27.1,28.83,9.21,9.14,8.11
FBgn0266137,Dop1R2,0,0.01,0,0,0.01,0
FBgn0266138,lncRNA:CR44844,0,0,0,0,0,0
FBgn0266139,lncRNA:CR44845,0.38,0.79,0.35,1.64,0.93,1.59
FBgn0266140,lncRNA:CR44846,0,0,0,0,0,0
FBgn0266141,asRNA:CR44847,0,0,0,0,0,0
FBgn0266142,lncRNA:CR44848,0,0,0,0,0,0
FBgn0266143,asRNA:CR44849,0,0.03,0,0,0,0
FBgn0266144,asRNA:CR44850,0,0,0,0,0,0
FBgn0266145,lncRNA:CR44851,0,0.04,0,0.12,0,0.06
FBgn0266146,lncRNA:CR44852,0,0.03,0.05,0.05,0,0
FBgn0266147,lncRNA:CR44853,0,0,0,0,0,0
FBgn0266148,lncRNA:CR44854,0,0,0,0.09,0,0.09
FBgn0266149,lncRNA:CR44855,0,0,0,0,0.12,0
FBgn0266150,lncRNA:CR44856,0,0,0,0,0,0
FBgn0266151,lncRNA:CR44857,0,0,0,0,0,0
FBgn0266152,lncRNA:CR44858,0,0,0,0,0,0
FBgn0266153,lncRNA:CR44859,0,0,0,0,0,0
FBgn0266154,lncRNA:CR44860,0,0,0,0,0,0
FBgn0266155,lncRNA:CR44861,0,0,0,0,0,0
FBgn0266156,lncRNA:CR44862,0,0,0,0.07,0,0
FBgn0266157,lncRNA:CR44863,0,0,0,0,0,0
FBgn0266158,lncRNA:CR44864,0,0,0,0,0,0
FBgn0266159,lncRNA:CR44865,0,0,0,0,0,0
FBgn0266160,asRNA:CR44866,0,0.33,0.5,0.16,0.35,0.16
FBgn0266161,lncRNA:CR44867,0.13,0.19,0,0,0,0.13
FBgn0266162,lncRNA:CR44868,0.16,0.06,0.09,0.44,0.31,0.51
FBgn0266163,CG44869,0,0,0,0,0,0
FBgn0266164,lncRNA:CR44870,0,0,0,0,0,0
FBgn0266165,lncRNA:CR44871,0,0,0,0,0,0
FBgn0266166,asRNA:CR44872,0.48,0.31,0,1.91,1.05,1.26
FBgn0266167,asRNA:CR44873,0,0,0,0,0,0
FBgn0266168,lncRNA:CR44874,0,0,0,0.05,0,0
FBgn0266169,lncRNA:CR44875,0,0,0,0,0,0
FBgn0266170,pre-mod(mdg4)-C,0.11,0.74,0,1.71,1.04,1.12
FBgn0266171,pre-mod(mdg4)-AB,1.92,1.8,1.69,2.27,0.97,1.44
FBgn0266172,pre-mod(mdg4)-E,0.79,0,0.8,0.37,0.54,1.28
FBgn0266173,pre-mod(mdg4)-K,0,0,0,0,0,0
FBgn0266174,pre-mod(mdg4)-L,1.35,0.95,0.37,1.34,1.01,1.33
FBgn0266175,pre-mod(mdg4)-P,1.26,0.94,0.93,0.37,0,0.39
FBgn0266176,pre-mod(mdg4)-J,0,0.06,0.06,0.07,0.06,0.06
FBgn0266177,pre-mod(mdg4)-I,0.46,0.21,0.28,0.53,0.64,0.55
FBgn0266178,pre-mod(mdg4)-B,0,0,0,0,0,0.09
FBgn0266179,lncRNA:CR44885,0,0.11,0.08,0,0.11,0
FBgn0266180,lncRNA:CR44886,3.99,3.71,5.37,11.74,10.63,13.95
FBgn0266181,lncRNA:CRG,0.14,0,0.12,1.94,1.5,1.27
FBgn0266182,lncRNA:CR44888,0.28,0.1,0,0.46,0.43,0.15
FBgn0266183,lncRNA:CR44889,1.3,1.47,1.65,3.98,4.11,4.17
FBgn0266186,Vamp7,103.59,94.48,105.4,131.29,104.86,115.03
FBgn0266195,Tgs1,19.33,18.22,20.4,15.81,16.79,14.99
FBgn0266196,asRNA:CR44891,0.14,0.1,0.08,0.52,0.26,0.43
FBgn0266197,asRNA:CR44892,1.11,1.16,1.33,1.32,1.82,1.65
FBgn0266198,lncRNA:CR44893,0,0.07,0,0,0,0
FBgn0266199,asRNA:CR44894,6.55,6.91,6.43,0.66,0.3,0.34
FBgn0266200,lncRNA:CR44895,0.04,0,0,0.18,0.13,0.09
FBgn0266201,asRNA:CR44896,0,0,0,0.12,0.25,0.11
FBgn0266202,asRNA:CR44897,0,0,0,0,0,0
FBgn0266203,lncRNA:CR44898,0.17,0.21,0.15,2.09,1.8,1.64
FBgn0266204,lncRNA:CR44899,0,0.1,0,0.22,0.05,0.21
FBgn0266205,lncRNA:CR44900,0,0,0,0.07,0.05,0
FBgn0266206,lncRNA:CR44901,0,0,0,0,0,0
FBgn0266207,lncRNA:CR44902,0,0,0,0,0,0
FBgn0266208,lncRNA:CR44903,0.07,0.05,0.07,0,0.05,0.07
FBgn0266209,lncRNA:CR44904,0,0,0,1.89,1.03,1.26
FBgn0266210,lncRNA:CR44905,0,0,0,0.05,0,0
FBgn0266211,CR44906,1.23,1.21,1.31,1.35,1.36,1.46
FBgn0266212,asRNA:CR44907,1.45,0.95,1.74,6.08,3.05,4.15
FBgn0266213,lncRNA:CR44908,0,0,0,0,0,0
FBgn0266214,lncRNA:CR44909,0,0,0.03,0,0,0
FBgn0266215,asRNA:CR44910,0.69,0.77,0.66,0.51,0.81,0.86
FBgn0266216,asRNA:CR44911,0.03,0.02,0,0,0.02,0
FBgn0266217,lncRNA:CR44912,0.16,0,0,0,0.04,0
FBgn0266218,lncRNA:CR44913,0,0.1,0,0.14,0.1,0.14
FBgn0266219,lncRNA:CR44914,0.12,0.12,0,0.04,0.03,0
FBgn0266220,lncRNA:CR44915,0,0,0,0,0,0
FBgn0266221,lncRNA:CR44916,0,0,0,0,0,0
FBgn0266222,lncRNA:CR44917,0,0,0,0.06,0,0
FBgn0266223,lncRNA:CR44918,0,0,0,0,0.03,0
FBgn0266224,lncRNA:CR44919,0,0,0,0,0,0
FBgn0266225,lncRNA:CR44920,0,0,0,0,0,0.07
FBgn0266226,lncRNA:CR44921,0,0,0,0,0,0
FBgn0266227,lncRNA:CR44922,0.03,0.01,0.07,0.02,0,0
FBgn0266228,lncRNA:CR44923,0.05,0.04,0.06,0,0.12,0.06
FBgn0266229,lncRNA:CR44924,0,0,0,0,0,0
FBgn0266230,lncRNA:CR44925,0,0,0,0,0,0
FBgn0266231,lncRNA:CR44926,0,0,0,0,0,0
FBgn0266232,lncRNA:CR44927,0,0,0,0,0,0.04
FBgn0266233,lncRNA:CR44928,0,0,0,0,0,0
FBgn0266234,lncRNA:CR44929,0,0,0,0,0,0
FBgn0266235,lncRNA:CR44930,0,0,0,0,0,0
FBgn0266236,lncRNA:CR44931,0,0,0,0,0,0
FBgn0266237,lncRNA:CR44932,0,0,0,0.21,0.19,0.21
FBgn0266238,lncRNA:CR44933,0,0,0,0.41,0.16,0.36
FBgn0266239,lncRNA:CR44934,0,0,0,0.07,0,0
FBgn0266240,lncRNA:CR44935,0,0,0,0,0,0
FBgn0266241,lncRNA:CR44936,0,0,0,0,0,0
FBgn0266242,lncRNA:CR44937,0,0,0,0,0,0
FBgn0266243,lncRNA:CR44938,0.38,0.36,0.42,2.12,1.95,1.98
FBgn0266244,lncRNA:CR44939,0,0,0,0,0.03,0
FBgn0266245,lncRNA:CR44940,0,0,0,0,0,0
FBgn0266246,lncRNA:CR44941,0,0,0,0,0,0
FBgn0266247,lncRNA:CR44942,0,0,0,0,0,0
FBgn0266248,lncRNA:CR44943,0,0,0,0,0,0
FBgn0266249,lncRNA:CR44944,0,0,0,0,0,0
FBgn0266250,lncRNA:CR44945,0,0,0,0,0,0
FBgn0266251,lncRNA:CR44946,0,0,0,0,0,0
FBgn0266252,lncRNA:CR44947,0,0,0,0,0,0
FBgn0266253,lncRNA:CR44948,0,0,0,0,0,0
FBgn0266254,lncRNA:CR44949,0,0,0,0,0,0
FBgn0266255,lncRNA:CR44950,0,0,0,0,0,0
FBgn0266256,lncRNA:CR44951,0,0,0,0,0,0
FBgn0266257,lncRNA:CR44952,0,0,0,0,0,0
FBgn0266258,lncRNA:CR44953,1.53,1.92,1.55,3.26,3.49,3.31
FBgn0266259,CG44954,0,0,0,0,0,0.06
FBgn0266260,lncRNA:CR44955,0,0,0,0,0,0
FBgn0266261,CG44956,0,0,0,0,0,0
FBgn0266262,lncRNA:CR44957,0.14,0.28,0.15,0.36,0.27,0.25
FBgn0266263,asRNA:CR44958,0,0,0,0,0,0
FBgn0266264,asRNA:CR44959,0.45,0.47,0.61,0.49,0.42,0.38
FBgn0266268,FeCH,99.27,94.39,98.8,72.73,78.4,79.71
FBgn0266275,asRNA:CR44960,0.04,0.06,0.09,0.87,0.49,0.88
FBgn0266276,asRNA:CR44961,0.03,0,0.02,0.05,0.09,0.02
FBgn0266277,asRNA:CR44962,0.07,0.05,0,1.34,1.25,1.73
FBgn0266278,lncRNA:CR44963,0,0,0,0,0,0
FBgn0266279,lncRNA:CR44964,0.13,0.2,0.21,0.38,0.44,0.74
FBgn0266280,lncRNA:CR44965,0,0,0,0.19,0,0
FBgn0266281,lncRNA:CR44966,0.75,0.63,0.78,0.18,0.21,0.17
FBgn0266282,jnj,36.38,36.48,39.42,15.1,13.83,13.39
FBgn0266284,Ns3,55.26,52.07,52.89,52.51,67.33,54.89
FBgn0266302,lncRNA:CR44967,0,0,0,0,0,0
FBgn0266303,asRNA:CR44968,0,0,0,0.09,0,0
FBgn0266304,asRNA:CR44969,0,0,0,0.09,0.12,0.21
FBgn0266305,lncRNA:CR44970,0,0.1,0.16,5.32,3.98,2.78
FBgn0266306,lncRNA:CR44971,0,0,0,0.17,0.24,0
FBgn0266307,asRNA:CR44972,0,0.05,0,1.46,0.27,0.44
FBgn0266308,lncRNA:CR44973,0,0,0,0,0,0
FBgn0266309,lncRNA:CR44974,1.28,0.95,1.52,1.26,0.99,1.01
FBgn0266310,asRNA:CR44975,0.88,0.74,0.63,2.66,2.4,4.66
FBgn0266311,asRNA:CR44976,0,0.04,0,1.65,0.8,1.78
FBgn0266312,lncRNA:CR44977,0.09,0.07,0.21,0.1,0.15,0.13
FBgn0266313,lncRNA:CR44978,0,0,0,0,0,0
FBgn0266314,lncRNA:CR44979,0,0,0,0,0,0
FBgn0266315,lncRNA:CR44980,0,0,0,0.15,0.03,0.05
FBgn0266316,asRNA:CR44981,0.06,0,0.04,0,0,0.03
FBgn0266317,asRNA:CR44982,0,0.12,0,0,0.13,0
FBgn0266318,lncRNA:CR44983,0,0,0,0,0,0
FBgn0266319,asRNA:CR44984,0.49,0.27,0.66,0.69,0.56,0.66
FBgn0266320,lncRNA:CR44985,0,0,0,0.21,0,0
FBgn0266321,lncRNA:CR44986,0,0,0,0.07,0,0
FBgn0266322,asRNA:CR44987,0.33,0.37,0.43,0.47,0.45,0.42
FBgn0266323,lncRNA:CR44988,0,0,0,0.09,0,0
FBgn0266324,asRNA:CR44989,0.1,0.07,0.11,1.27,0.45,1.12
FBgn0266325,asRNA:CR44990,0,0,0,0,0.1,0.07
FBgn0266326,lncRNA:CR44991,0,0,0,0.24,0.09,0
FBgn0266327,asRNA:CR44992,0.24,0.15,0.17,1.07,1.9,1.49
FBgn0266328,lncRNA:CR44993,0,0,0,0,0.16,0.11
FBgn0266329,lncRNA:CR44994,0,0,0.1,1.2,0.59,0.62
FBgn0266330,asRNA:CR44995,0,0,0,0,0,0
FBgn0266331,asRNA:CR44996,0.15,0.13,0.26,0.11,0.34,0.46
FBgn0266346,CngB,0.84,1.01,1.2,15.59,12.23,12.02
FBgn0266347,nAChRalpha4,28.71,25.44,30.06,1.99,2.03,1.81
FBgn0266348,lncRNA:CR44997,0,0,0,0,0.04,0
FBgn0266349,asRNA:CR44998,0.03,0.1,0.08,0.07,0.08,0.04
FBgn0266350,lncRNA:CR44999,12.48,11.57,15.36,12.92,14.59,13.46
FBgn0266351,asRNA:CR45000,1.15,1.02,0.78,1.76,2.14,1.94
FBgn0266352,asRNA:CR45001,0,0,0,0,0,0
FBgn0266354,CG45002,0.08,0.12,0.11,1.2,0.53,0.7
FBgn0266355,lncRNA:CR45003,0,0,0,0,0,0
FBgn0266356,lncRNA:CR45004,0,0.02,0,0,0,0
FBgn0266357,lncRNA:CR45005,0,0,0,0,0,0
FBgn0266358,lncRNA:CR45006,0,0,0,0,0,0
FBgn0266359,asRNA:CR45007,0.08,0.12,0.12,0.32,0.35,0.25
FBgn0266360,asRNA:CR45008,0,0,0,0,0,0
FBgn0266361,asRNA:CR45009,0.53,0.5,0.15,1.54,0.98,1.55
FBgn0266362,lncRNA:CR45010,0,0.11,0.51,0.16,0.23,0
FBgn0266363,CG45011,0,0,0,0,0,0
FBgn0266364,CG45012,0,0,0,0,0,0
FBgn0266365,lncRNA:CR45013,0,0,0,0,0.06,0
FBgn0266366,lncRNA:CR45014,0,0,0,0,0,0
FBgn0266369,Mtp,45.48,43.05,48.28,12.91,14.85,20.11
FBgn0266371,asRNA:CR45015,0,0,0,0,0,0
FBgn0266372,asRNA:CR45016,0.41,0.39,0.46,0.67,0.47,0.43
FBgn0266376,lncRNA:CR45018,10.83,11.98,16.53,8.25,5.58,8.72
FBgn0266377,Pde8,4.97,5.41,5.75,16.96,15.47,13.96
FBgn0266378,lncRNA:CR45020,0,0,0,0,0,0
FBgn0266379,lncRNA:CR45021,0,0,0,0.26,0,0.08
FBgn0266380,lncRNA:CR45022,0,0,0,0,0,0
FBgn0266381,lncRNA:CR45023,0,0,0,0,0,0
FBgn0266382,asRNA:CR45024,0,0,0,0,0,0
FBgn0266383,lncRNA:CR45025,0,0,0,0,0,0
FBgn0266384,asRNA:CR45026,4.18,3.28,3.71,21.51,13.07,9.37
FBgn0266388,asRNA:CR45028,0.05,0.04,0.11,2.43,2.31,1.35
FBgn0266389,lncRNA:CR45029,0,0,0,0,0,0
FBgn0266390,lncRNA:CR45030,0,0,0,0.08,0,0
FBgn0266391,lncRNA:CR45031,0,0,0,0,0,0
FBgn0266392,lncRNA:CR45032,0,0,0,0,0,0
FBgn0266393,CR45033,0.55,0,0,0.37,0,0.06
FBgn0266394,lncRNA:CR45034,0,0,0,0,0,0
FBgn0266395,lncRNA:CR45035,0,0,0,0,0,0
FBgn0266396,lncRNA:CR45036,1.05,1.11,1.19,0.92,1.51,0.92
FBgn0266397,lncRNA:CR45037,0,0,0,0,0.3,0.2
FBgn0266398,lncRNA:CR45038,0.11,0,0,0,0,0
FBgn0266399,lncRNA:CR45039,0.23,0,0.09,0.26,0.66,0.25
FBgn0266400,lncRNA:CR45040,0,0,0,0,0.03,0
FBgn0266401,asRNA:CR45041,0,0,0,0,0,0
FBgn0266402,asRNA:CR45042,0.13,0,0,0,0,0
FBgn0266403,lncRNA:CR45043,0,0,0,0,0,0
FBgn0266404,asRNA:CR45044,0,0,0,0,0,0.01
FBgn0266405,lncRNA:CR45045,0.82,0,0,0.45,0.16,1.08
FBgn0266406,asRNA:CR45046,0,0.01,0,0.01,0,0.03
FBgn0266407,lncRNA:CR45047,0.11,0.5,0,0.25,0.09,0.36
FBgn0266408,lncRNA:CR45048,1.1,0.97,0.85,1.49,1.31,1.44
FBgn0266409,CG45049,30.71,24.46,34.82,34.06,31.21,32.99
FBgn0266410,CG45050,439.66,421.58,520.01,190.88,171.61,135.56
FBgn0266411,sima,45.27,46.63,54.21,27.39,27.4,21.13
FBgn0266412,lncRNA:CR45052,1.28,0.63,0.76,0,0,0
FBgn0266413,asRNA:CR45053,0,0,0,0,0.04,0
FBgn0266414,lncRNA:CR45054,0.02,0.02,0,0.07,0.05,0.02
FBgn0266415,lncRNA:CR45055,0,0,0,0,0,0
FBgn0266416,asRNA:CR45056,0,0,0,0,0,0
FBgn0266417,ringer,3.5,2.62,3.04,65.35,42.71,48.34
FBgn0266418,wake,7.24,6.58,7.77,7.58,8.21,7.64
FBgn0266419,lncRNA:CR45059,0,0,0,0,0,0
FBgn0266420,Ote,176.66,168.32,173.73,44.81,52.51,47.16
FBgn0266421,RPA3,153.06,145.75,142.7,103.62,95.41,113.67
FBgn0266428,asRNA:CR43463,14.55,20.11,13.91,3.5,6.21,4.45
FBgn0266429,AstA-R1,0,0.02,0,0.01,0,0.02
FBgn0266430,CG45060,0,0,0,0,0,0
FBgn0266431,CG45061,0,0,0,0,0,0
FBgn0266432,CG45062,0,0,0,0,0.01,0.05
FBgn0266433,CG45063,0,0,0,0.11,0.04,0.11
FBgn0266434,CG45064,0.05,0.03,0.07,0.35,0.19,0.25
FBgn0266435,CG45065,0.05,0.03,0.07,0.35,0.19,0.25
FBgn0266436,CG45066,0,0,0,0,0,0
FBgn0266437,CG45067,0.14,0.42,0.22,0,0.02,0
FBgn0266438,PIG-Z,5.57,5,6.28,1.35,1.53,1.6
FBgn0266439,CG45069,5.71,7.59,6.53,1.64,2.92,2.33
FBgn0266441,CG45071,29.56,30.65,29.85,8.49,9.29,9.16
FBgn0266442,CG45072,0,0,0,0,0,0
FBgn0266443,CG45073,0,0,0,0,0,0
FBgn0266445,CG45075,0.03,0.04,0,0.1,0.27,0.19
FBgn0266446,CG45076,2.98,2.8,3.2,100.23,67.06,66.29
FBgn0266448,CG45078,1.62,1.49,1.56,76.35,53.2,43.77
FBgn0266449,Kr-h2,120.63,118.58,131.62,129.62,131.49,120.94
FBgn0266450,Kr-h1,4.95,5.2,5.3,22.12,21.57,17.3
FBgn0266451,fau,12.01,11.51,12.04,371.19,262,320.73
FBgn0266452,CTPsyn,69.67,67.07,70.01,99.56,110.63,101.08
FBgn0266454,CG45079,0.16,0.12,0,0.51,0.12,0.16
FBgn0266455,CG45080,0,0,0,0,0,0
FBgn0266456,CG45081,0.56,0.42,0.4,0.82,0.63,0.51
FBgn0266457,lncRNA:CR45082,1.83,1.82,1.62,2,2.08,3.49
FBgn0266459,CG45084,271.74,283.07,318.78,5.69,9.3,7.36
FBgn0266464,Nsf2,41.6,43.29,43.7,35.1,38.31,32.77
FBgn0266465,GckIII,28.89,30.87,33.54,26.09,30.65,24.65
FBgn0266486,CG45085,48.58,47.92,54.66,46.03,39.33,39.6
FBgn0266487,CG45086,44.01,38.31,46.73,17.49,15.44,13.64
FBgn0266488,CG45087,7.36,3.01,7.54,260.52,221.95,111.91
FBgn0266489,CG45088,6.75,6.12,6.75,7.53,8.61,4.91
FBgn0266490,CG45089,107.88,116.09,94.73,117.35,115.64,109.91
FBgn0266491,SclA,0.23,0.14,0,4.99,2.37,3.39
FBgn0266492,SclB,9.39,9.47,9.92,269.02,155.11,185.01
FBgn0266518,Dpit47,83.9,81.2,87.2,60.19,69.06,64.91
FBgn0266521,stai,486.75,402.9,456.77,114.32,116.71,110.49
FBgn0266525,CG45092,14.39,14.13,17.03,16.49,17.55,12.7
FBgn0266526,CG45093,128.31,130.61,157.38,18.57,21.48,16.56
FBgn0266534,CG45095,0,0.03,0.05,0.09,0.09,0
FBgn0266535,lncRNA:CR45096,0,0,0,0,0,0.12
FBgn0266536,lncRNA:CR45097,0,0,0,0,0,0
FBgn0266537,lncRNA:CR45098,0,0,0,0,0.05,0
FBgn0266538,CG45099,30.09,30.17,32.01,20.45,23.03,20.63
FBgn0266539,CG45100,21.01,20.7,20.39,18.55,18.54,17.03
FBgn0266540,CG45101,11.01,10.71,12.43,6.03,6.91,5.6
FBgn0266549,lncRNA:CR45102,28.27,22.78,27.75,18.5,15.36,12.04
FBgn0266557,kis,50.69,54.56,61.47,28.12,31,23.86
FBgn0266564,lncRNA:CR45103,0,0,0,0.16,0.17,0
FBgn0266565,asRNA:CR45104,0,0,0,0,0,0
FBgn0266566,CG45105,0,0,0,0.03,0,0.04
FBgn0266568,lncRNA:yar,0,0,0,0.06,0.04,0.06
FBgn0266569,CG42259,43.36,40.82,38.31,40.42,38.22,43.61
FBgn0266570,NO66,220.96,212,235.87,86.89,106.62,86.05
FBgn0266572,ebo,48.39,49.17,56.23,24.59,25.3,20.17
FBgn0266573,tRNA:Thr-TGT-2-3,0,0,0,0,0,0
FBgn0266574,tRNA:Thr-TGT-2-4,0,0,0,0,0,0
FBgn0266577,asRNA:CR45108,0.02,0,0,0.3,0.35,0.25
FBgn0266578,lncRNA:CR45109,0,0,0,0.07,0,0
FBgn0266579,tau,0.12,0.2,0.2,2.23,1.34,1.24
FBgn0266580,Gp210,96.47,98.35,97.25,40.99,49.03,41.63
FBgn0266581,pit,98.97,91.71,103.97,86.93,105.95,87.19
FBgn0266582,ND-30,144.69,142.59,132.91,181.04,169.66,189.94
FBgn0266585,tRNA:Leu-CAG-1-8,0,0,0,0,0,0
FBgn0266586,lncRNA:CR45111,0,0,0,0,0,0
FBgn0266587,lncRNA:CR45112,0,0,0,0,0,0
FBgn0266588,lncRNA:CR45113,0,0,0,0,0,0
FBgn0266589,lncRNA:CR45114,0,0,0,0,0,0
FBgn0266590,lncRNA:CR45115,0,0,0,0.05,0.04,0
FBgn0266591,CG45116,0,0,0,0,0,0
FBgn0266592,lncRNA:CR45117,0,0,0,0,0.08,0
FBgn0266593,lncRNA:CR45118,0,0,0,0,0.11,0
FBgn0266594,lncRNA:CR45119,0.44,0.24,0,0,0.08,0.35
FBgn0266595,lncRNA:CR45120,0,0,0,0,0,0
FBgn0266596,asRNA:CR45121,0,0,0,0.09,0,0.17
FBgn0266598,Kmn2,39.78,35.69,39.45,32.31,31.37,34.12
FBgn0266599,Hsc70-4,3654.17,3872.52,3938.04,3115.96,3911.1,3475.15
FBgn0266615,CG45122,0.16,0,0,0,0.12,0
FBgn0266616,lncRNA:CR45123,0,0,0.11,0.11,0,0.11
FBgn0266617,asRNA:CR45124,0.6,0.25,0.48,1.21,0.92,2.06
FBgn0266618,lncRNA:CR45125,0,0,0,0,0,0
FBgn0266619,asRNA:CR45126,7.1,6.03,6.8,5.44,5.09,6.46
FBgn0266620,lncRNA:CR45127,0,0,0,0,0,0
FBgn0266621,lncRNA:CR45128,0.19,0.14,0,1.56,0.86,2.09
FBgn0266622,asRNA:CR45129,0,0,0,0.04,0.03,0.04
FBgn0266623,asRNA:CR45130,0.14,0.18,0.16,0.31,0.14,0.18
FBgn0266624,asRNA:CR45131,0,0.03,0.03,0.04,0,0.01
FBgn0266625,asRNA:CR45132,0.09,0.06,0.1,0.66,0.73,0.45
FBgn0266626,asRNA:CR45133,0,0.15,0.04,0.51,0.08,0.32
FBgn0266627,asRNA:CR45134,1.84,2.43,2.01,0.45,0.56,0.83
FBgn0266628,asRNA:CR45135,0.29,0,0,0.31,0.22,0.15
FBgn0266629,asRNA:CR45136,0,0,0,0.05,0.04,0.15
FBgn0266630,asRNA:CR45137,0,0,0,0,0,0.01
FBgn0266631,lncRNA:CR45138,0,0,0,0,0,0
FBgn0266632,asRNA:CR45139,0.39,0.75,0.57,0.29,0.45,0.56
FBgn0266633,asRNA:CR45140,0.05,0.12,0.18,0.83,0.5,0.81
FBgn0266634,asRNA:CR45141,0.05,0.04,0.03,0.03,0.02,0.03
FBgn0266635,asRNA:CR45142,0,0.03,0,0.04,0,0.04
FBgn0266636,asRNA:CR45143,5.67,6.22,5.35,7.84,6.91,6.27
FBgn0266637,asRNA:CR45144,0,0,0.04,0,0,0
FBgn0266638,asRNA:CR45145,0.12,0.09,0,0.1,0.12,0.23
FBgn0266639,asRNA:CR45146,0,0,0,0.23,0.12,0.06
FBgn0266640,lncRNA:CR45147,0,0,0,0,0,0
FBgn0266641,lncRNA:CR45148,0.06,0.05,0,0.07,0.1,0.07
FBgn0266642,asRNA:CR45149,0.17,0.13,0.23,0.38,0.72,0.14
FBgn0266643,lncRNA:CR45150,0,0,0,0,0,0
FBgn0266644,asRNA:CR45151,0.05,0.02,0.08,0,0.02,0.03
FBgn0266645,asRNA:CR45152,0.37,0.6,0.75,0.32,0.8,0.47
FBgn0266646,lncRNA:CR45153,0,0,0,0,0,0
FBgn0266647,CG45154,0,0,0,0,0,0
FBgn0266648,lncRNA:CR45155,0,0,0,0,0,0
FBgn0266649,lncRNA:CR45156,10.51,9.46,6.03,0.09,0,0.03
FBgn0266650,lncRNA:CR45157,0.11,0.08,0.12,0,0.08,0.23
FBgn0266651,lncRNA:CR45158,0.44,0.55,0.75,1.78,0.4,0.78
FBgn0266652,lncRNA:CR45159,0,0,0,0,0.07,0
FBgn0266653,asRNA:CR45160,0.1,0.36,0.22,0.21,0.38,0.3
FBgn0266654,asRNA:CR45161,0,0,0,0,0,0
FBgn0266655,asRNA:CR45162,1.81,1.7,1.94,2.09,3.62,3.52
FBgn0266656,asRNA:CR45163,0,0,0,0,0,0.11
FBgn0266657,asRNA:CR45164,0.13,0.43,0.3,1.52,1.18,1.28
FBgn0266666,Sem1,632.72,563.17,598.7,432.17,375.43,355.83
FBgn0266667,Exo70,23.4,23.13,24.18,17.99,17.83,16.63
FBgn0266668,Exo84,23.58,22.52,23.49,30.43,29.45,27.39
FBgn0266669,Sec3,22.35,23.83,25.86,20.61,20.59,17.95
FBgn0266670,Sec5,31.34,33.5,33.99,23.4,24.13,24.33
FBgn0266671,Sec6,26.82,27.2,28.23,14.21,15.4,15.01
FBgn0266672,Sec8,47.63,48.28,50.64,37.14,39.36,35.11
FBgn0266673,Sec10,45.71,42.24,45.51,32.86,32.88,28.19
FBgn0266674,Sec15,27,27.32,30.3,19.11,19.52,17.54
FBgn0266675,lncRNA:CR45165,0.41,0.46,0.93,0,0,0
FBgn0266676,lncRNA:CR45166,0.29,0,0,0.05,0.13,0.04
FBgn0266677,asRNA:CR45167,0,0,0,0,0,0
FBgn0266678,lncRNA:CR45168,0.26,0,0.37,0,0.43,0.29
FBgn0266679,lncRNA:CR45169,0,0,0.09,0.27,0.19,0.44
FBgn0266680,lncRNA:CR45170,0,0,0,0,0.04,0
FBgn0266681,asRNA:CR45171,2.5,2.73,2.6,0.78,0.68,0.7
FBgn0266682,lncRNA:CR45172,0,0,0,0.1,0,0
FBgn0266683,lncRNA:CR45173,0,0,0,0,0,0
FBgn0266684,lncRNA:CR45174,0.04,0,0,0,0.03,0.04
FBgn0266685,asRNA:CR45175,1.33,1.43,1.12,2.06,1.49,1.67
